"JOB_ID";"Agency";"Posting_Type";"Number_Of_Positions";"Civil_Service_Title";"Job_Category";"Full_Time_Part_Time_Indicator";"Career_Level";"Work_Location";"Posting_Date";"Salary_Brackets"
607317;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"10/3/2023";"$ 85 000 -$ 100 000"
708895;"OFF OF PAYROLL ADMINISTRATION";"Internal";1;"CUSTOMER INFORMATION REP";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"5 Manhattan West";"3/25/2025";"$ 65 000 - $ 75 000"
698692;"TECHNOLOGY & INNOVATION";"External";1;"CLERICAL ASSOCIATE";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"2 Metro Tech";"3/10/2025";"$ 65 000 - $ 75 000"
697951;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"ACCOUNTANT";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"34-02 Queens Boulevard Long Is";"2/5/2025";"$ 100 000 - $ 120 000"
614778;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"71 Smith Avenue, Kingston, Ny";"1/2/2024";"$ 120 000 - $ 140 000"
711619;"HOUSING PRESERVATION & DVLPMNT";"Internal";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"4/18/2025";"$ 65 000 - $ 75 000"
688966;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ENVIRONMENTAL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"12/23/2024";"$ 120 000 - $ 140 000"
689247;"HRA/DEPT OF SOCIAL SERVICES";"External";3;"STAFF ANALYST";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"11/19/2024";"$ 75 000 - $ 85 000"
704602;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ENVIRONMENTAL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"465 Columbus Ave. Valhalla, Ny";"3/13/2025";"$ 120 000 - $ 140 000"
714743;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"ASSOCIATE PUBLIC HEALTH SANITA";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"125 Worth Street, Nyc";"5/15/2025";"$ 85 000 -$ 100 000"
694538;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"ADMINISTRATIVE JOB OPPORTUNITY";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"109 E 16Th St., N.Y.";"2/5/2025";"$ 85 000 -$ 100 000"
685478;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"ADMINISTRATIVE STAFF ANALYST (";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"10/22/2024";"$ 85 000 -$ 100 000"
710961;"OFFICE OF CRIMINAL JUSTICE";"External";1;"COMMUNITY COORDINATOR";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"1 Centre St., N.Y.";"4/11/2025";"$ 65 000 - $ 75 000"
711437;"DEPT OF PARKS & RECREATION";"External";1;"COMMUNITY COORDINATOR";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"Flushing Meadow Pk Olmsted Ctr";"5/9/2025";"$ 85 000 -$ 100 000"
709608;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CITY CUSTODIAL ASSISTANT";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"1601 Ave. S, Brooklyn";"4/3/2025";"$ 45 000 - $ 55 000"
713281;"CONSUMER AND WORKER PROTECTION";"External";1;"AGENCY ATTORNEY";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"42 Broadway, N.Y.";"5/14/2025";"$ 75 000 - $ 85 000"
714194;"DEPARTMENT OF BUSINESS SERV.";"Internal";2;"INSPECTOR (MULTI-DISCIPLINE)";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"1 Liberty Plaza NYC";"5/16/2025";"$ 65 000 - $ 75 000"
580350;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"CITY RESEARCH SCIENTIST";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"3/28/2023";"$ 75 000 - $ 85 000"
622683;"DEPT OF YOUTH & COMM DEV SRVS";"External";1;"ASSOCIATE CONTRACT SPECIALIST";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"4/7/2025";"$ 85 000 -$ 100 000"
695271;"LAW DEPARTMENT";"Internal";1;"ASSISTANT CORPORATION COUNSEL";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"100 Church St., N.Y.";"12/26/2024";"More than $ 140 000"
682485;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADMINISTRATIVE ENGINEER";"Green Jobs";"Full-Time";"Manager";"59-17 Junction Blvd Corona Ny";"10/15/2024";"More than $ 140 000"
703113;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"BOOKKEEPER";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"2/20/2025";"$ 65 000 - $ 75 000"
629503;"HRA/DEPT OF SOCIAL SERVICES";"Internal";2;"PRINCIPAL ADMINISTRATIVE ASSOC";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"3/8/2024";"$ 65 000 - $ 75 000"
686119;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"12/31/2024";"$ 120 000 - $ 140 000"
712618;"DISTRICT ATTORNEY-MANHATTAN";"External";1;"COMMUNITY ASSOCIATE";"Legal Affairs";"Full-Time";"Entry-Level";"40 Worth St., N.Y.";"4/29/2025";"$ 45 000 - $ 55 000"
714873;"HOUSING PRESERVATION & DVLPMNT";"Internal";1;"COMMUNITY COORDINATOR";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"5/15/2025";"$ 85 000 -$ 100 000"
683054;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"10/8/2024";"$ 120 000 - $ 140 000"
683473;"DEPT OF ENVIRONMENT PROTECTION";"Internal";4;"ASSISTANT ENVIRONMENTAL ENGINE";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"11/17/2024";"$ 85 000 -$ 100 000"
714522;"LAW DEPARTMENT";"Internal";1;"ASSISTANT CORPORATION COUNSEL";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"City Hall";"5/13/2025";"More than $ 140 000"
631121;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"IT PROJECT SPECIALIST";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"4/3/2024";"More than $ 140 000"
709542;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"4/3/2025";"$ 120 000 - $ 140 000"
702066;"NYC HOUSING AUTHORITY";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"REES - Zone Coordination";"2/24/2025";"$ 65 000 - $ 75 000"
705250;"OFFICE OF EMERGENCY MANAGEMENT";"Internal";1;"EMERGENCY PREPARDNESS MANAGER";"Administration & Human Resources";"Full-Time";"Manager";"165 Cadman Plaza East";"5/8/2025";"$ 100 000 - $ 120 000"
626961;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"FAMILY PUB HEALTH NURSE (HMH)";"Health";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"2/14/2024";"$ 85 000 -$ 100 000"
703526;"LAW DEPARTMENT";"External";1;"ASSISTANT CORPORATION COUNSEL";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"100 Church St., N.Y.";"3/3/2025";"More than $ 140 000"
642165;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"COMMUNITY COORDINATOR";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"7/15/2024";"$ 75 000 - $ 85 000"
707467;"BRONX DISTRICT ATTORNEY";"Internal";1;"COMMUNITY COORDINATOR";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"3/14/2025";"$ 75 000 - $ 85 000"
631310;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ASSISTANT CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"4/2/2024";"$ 85 000 -$ 100 000"
712072;"HUMAN RIGHTS COMMISSION";"External";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"22 Reade St, Ny";"4/22/2025";"$ 55 000 - $ 65 000"
714657;"CONSUMER AND WORKER PROTECTION";"External";1;"CLERICAL ASSOCIATE";"Communications & Intergovernmental Affairs";"Full-Time";"Experienced (non-manager)";"42 Broadway, N.Y.";"5/20/2025";"$ 45 000 - $ 55 000"
583129;"DEPARTMENT OF TRANSPORTATION";"External";1;"PROCUREMENT ANALYST";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"4/20/2023";"$ 75 000 - $ 85 000"
709419;"BOARD OF CORRECTION";"Internal";1;"COMPUTER AIDE";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"4/1/2025";"$ 65 000 - $ 75 000"
680937;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"ASSOCIATE LABORATORY MICROBIOL";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"455 First Ave., N.Y.";"9/25/2024";"$ 85 000 -$ 100 000"
683501;"DEPT OF ENVIRONMENT PROTECTION";"External";5;"ENVIRONMENTAL ENGINEERING INTE";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"12/31/2024";"$ 65 000 - $ 75 000"
684938;"DEPT OF ENVIRONMENT PROTECTION";"Internal";2;"ENVIRONMENTAL ENGINEERING INTE";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"12/31/2024";"$ 65 000 - $ 75 000"
556566;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADMINISTRATIVE CITY PLANNER";"Finace, Accounting, and Procurement";"Full-Time";"Executive";"96-05 Horace Harding Expway";"10/25/2022";"More than $ 140 000"
708996;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"STRATEGIC INITIATIVE SPECIALIS";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"4/11/2025";"More than $ 140 000"
646425;"DEPT OF DESIGN & CONSTRUCTION";"External";2;"CIVIL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"30-30 Thomson Ave L I City Qns";"8/19/2024";"$ 65 000 - $ 75 000"
683158;"LAW DEPARTMENT";"External";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Part Time";"Experienced (non-manager)";"100 Church St., N.Y.";"10/9/2024";"Less than $ 30 000"
640188;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"COMMUNITY ASSOCIATE";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"7/9/2024";"$ 45 000 - $ 55 000"
680807;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"9/19/2024";"$ 120 000 - $ 140 000"
691045;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"375 Pearl Street";"12/3/2024";"$ 65 000 - $ 75 000"
637803;"BRONX DISTRICT ATTORNEY";"Internal";1;"IT PROJECT SPECIALIST";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"260 E 161st St., Brx";"6/6/2024";"More than $ 140 000"
714073;"DEPARTMENT OF PROBATION";"Internal";1;"EXECUTIVE AGENCY COUNSEL";"Communications & Intergovernmental Affairs";"Full-Time";"Executive";"33 Beaver St, New York Ny";"5/9/2025";"More than $ 140 000"
679745;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"455 First Ave., N.Y.";"9/23/2024";"$ 65 000 - $ 75 000"
689811;"DEPARTMENT FOR THE AGING";"Internal";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"12/20/2024";"$ 65 000 - $ 75 000"
635515;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"ASSOCIATE BENEFITS OPPORTUNITY";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"240-250-252 Livingston Street";"5/7/2024";"$ 75 000 - $ 85 000"
711786;"OFFICE OF EMERGENCY MANAGEMENT";"External";2;"EMERGENCY PREPAREDNESS SPECIAL";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"165 Cadman Plaza East";"5/9/2025";"$ 75 000 - $ 85 000"
687842;"BRONX DISTRICT ATTORNEY";"External";4;"COMMUNITY COORDINATOR";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"11/8/2024";"$ 65 000 - $ 75 000"
711839;"LAW DEPARTMENT";"External";2;"ASSISTANT CORPORATION COUNSEL";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"100 Church St., N.Y.";"4/22/2025";"More than $ 140 000"
715011;"DEPARTMENT OF TRANSPORTATION";"External";1;"CITY PLANNER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"5/20/2025";"$ 85 000 -$ 100 000"
590384;"DEPARTMENT OF TRANSPORTATION";"External";2;"INVESTIGATOR";"Building Operations & Maintanence";"Full-Time";"Entry-Level";"55 Water St Ny Ny";"7/4/2023";"$ 65 000 - $ 75 000"
696005;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"ASSOCIATE STAFF ANALYST";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"2 Washington Street";"2/5/2025";"$ 100 000 - $ 120 000"
577992;"DEPARTMENT OF TRANSPORTATION";"External";2;"CITY PLANNER";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"3/21/2023";"$ 85 000 -$ 100 000"
699712;"MAYORS OFFICE OF CONTRACT SVCS";"External";1;"RESEARCH PROJECTS COOR(MA)-MGR";"Technology, Data & Innovation";"Full-Time";"Manager";"255 Greenwich Street";"1/25/2025";"$ 85 000 -$ 100 000"
709486;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";2;"PUBLIC HEALTH SANITARIAN";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"4/3/2025";"$ 45 000 - $ 55 000"
710116;"DEPARTMENT OF CORRECTION";"Internal";1;"DIRECTOR OF PUBLIC AFFAIRS";"Administration & Human Resources";"Full-Time";"Manager";"75-20 Astoria Blvd";"4/7/2025";"More than $ 140 000"
714430;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"ADM PROC ANAL-NM FRM M1-3";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"5/16/2025";"$ 120 000 - $ 140 000"
689301;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"30-30 47TH AVE";"11/25/2024";"$ 100 000 - $ 120 000"
708585;"DEPARTMENT OF PROBATION";"Internal";1;"DEPUTY COMMISSIONER, STRATEGIC";"Constituent Services and Community Programs";"Full-Time";"Manager";"33 Beaver St, New York Ny";"3/21/2025";"More than $ 140 000"
715424;"DEPT OF PARKS & RECREATION";"External";1;"COMMUNITY COORDINATOR";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"Flushg Meadw Pk Passarelle Bld";"5/23/2025";"$ 85 000 -$ 100 000"
599536;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ADMINISTRATIVE ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Manager";"59-17 Junction Blvd Corona Ny";"8/24/2023";"More than $ 140 000"
709333;"OFFICE OF EMERGENCY MANAGEMENT";"Internal";1;"EMERGENCY PREPAREDNESS SPECIAL";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"165 Cadman Plaza East";"5/5/2025";"$ 65 000 - $ 75 000"
642273;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Social Services";"Full-Time";"Experienced (non-manager)";"470 Vanderbilt Ave";"7/12/2024";"$ 65 000 - $ 75 000"
703338;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"SUMMER COLLEGE INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Student";"96-05 Horace Harding Expway";"2/19/2025";"$ 35 000 - $ 45 000"
683861;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Social Services";"Full-Time";"Experienced (non-manager)";"470 Vanderbilt Ave";"10/10/2024";"$ 75 000 - $ 85 000"
691805;"TECHNOLOGY & INNOVATION";"External";1;"ADM PROC ANAL-NM FRM M1-3";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"15 Metrotech";"12/12/2024";"$ 120 000 - $ 140 000"
710424;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"4/9/2025";"$ 65 000 - $ 75 000"
709677;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"ASSOCIATE PUBLIC HEALTH SANITA";"Health";"Full-Time";"Experienced (non-manager)";"160 West 100Th Street Ny";"4/2/2025";"$ 75 000 - $ 85 000"
642136;"DEPT OF YOUTH & COMM DEV SRVS";"Internal";1;"STAFF ANALYST";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"123 William Street, NY, NY";"5/8/2025";"$ 85 000 -$ 100 000"
713262;"HOUSING PRESERVATION & DVLPMNT";"Internal";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"5/2/2025";"$ 85 000 -$ 100 000"
707987;"DEPT OF HEALTH/MENTAL HYGIENE";"External";8;"PUBLIC HEALTH ADVISER";"Health";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"3/20/2025";"$ 55 000 - $ 65 000"
689682;"DEPARTMENT OF TRANSPORTATION";"External";1;"CONFIDENTIAL STRATEGY PLANNER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"12/8/2024";"$ 100 000 - $ 120 000"
710170;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"4/7/2025";"$ 120 000 - $ 140 000"
715528;"HOUSING PRESERVATION & DVLPMNT";"Internal";1;"COMMUNITY COORDINATOR";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"5/23/2025";"$ 75 000 - $ 85 000"
712218;"DEPT OF HEALTH/MENTAL HYGIENE";"External";2;"SR HEALTHCARE PROG PLAN ANLYST";"Health";"Full-Time";"Experienced (non-manager)";"16 Court Street";"4/23/2025";"$ 55 000 - $ 65 000"
695863;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"COMMUNITY COORDINATOR";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"1/2/2025";"$ 85 000 -$ 100 000"
713279;"HOUSING PRESERVATION & DVLPMNT";"External";1;"ASSOCIATE HOUSING DEVELOPMENT";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"5/2/2025";"$ 100 000 - $ 120 000"
631389;"HOUSING PRESERVATION & DVLPMNT";"External";2;"COMMUNITY COORDINATOR";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"3/22/2024";"$ 65 000 - $ 75 000"
694728;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"PUBLIC HEALTH ADVISER";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"12/26/2024";"$ 45 000 - $ 55 000"
694564;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"375 Pearl Street";"3/12/2025";"$ 65 000 - $ 75 000"
708535;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"CONSTRUCTION PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"40 Worth St., N.Y.";"3/27/2025";"$ 85 000 -$ 100 000"
707227;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADMINISTRATIVE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"199 River Road North";"3/28/2025";"More than $ 140 000"
703208;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"SUMMER COLLEGE INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Student";"96-05 Horace Harding Expway";"2/18/2025";"$ 35 000 - $ 45 000"
711860;"LAW DEPARTMENT";"Internal";1;"LEGAL SECRETARIAL ASST- L2,3,4";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"100 Church St., N.Y.";"4/25/2025";"$ 65 000 - $ 75 000"
649730;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"INSTITUTIONAL AIDE";"Health";"Full-Time";"Experienced (non-manager)";"421 East 26th Street NY NY";"5/23/2025";"$ 45 000 - $ 55 000"
712854;"DEPARTMENT OF CORRECTION";"External";1;"CITY MEDICAL DIRECTOR";"Health";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"5/2/2025";"More than $ 140 000"
681135;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CLERICAL ASSOCIATE";"Health";"Full-Time";"Experienced (non-manager)";"1309 Fulton Ave Bronx";"9/26/2024";"$ 45 000 - $ 55 000"
626065;"DEPARTMENT OF TRANSPORTATION";"External";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"2/13/2024";"$ 65 000 - $ 75 000"
526598;"ADMIN FOR CHILDREN'S SVCS";"Internal";1;"DIRECTOR OF FIELD OPERATIONS (";"Social Services";"Full-Time";"Manager";"19 Grant Sq., Bklyn";"6/30/2022";"$ 100 000 - $ 120 000"
697847;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"ADMINISTRATIVE DIRECTOR OF SOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"1/14/2025";"$ 100 000 - $ 120 000"
715218;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"ADM MANAGER-NON-MGRL FRM M1/M2";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"5/20/2025";"$ 85 000 -$ 100 000"
707395;"DEPARTMENT OF TRANSPORTATION";"External";1;"BOROUGH COMMISSIONER (DOT)";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"59 Maiden Lane";"3/17/2025";"More than $ 140 000"
