"JOB_ID";"Agency";"Posting_Type";"Number_Of_Positions";"Civil_Service_Title";"Job_Category";"Full_Time_Part_Time_Indicator";"Career_Level";"Work_Location";"Posting_Date";"Salary_Brackets"
527894;"ADMIN FOR CHILDREN'S SVCS";"External";1;"DIRECTOR OF FIELD OPERATIONS (";"Social Services";"Full-Time";"Manager";"2501 Grand Concourse";"6/30/2022";"$ 100 000 - $ 120 000"
709456;"BRONX DISTRICT ATTORNEY";"Internal";1;"COMMUNITY COORDINATOR";"Communications & Intergovernmental Affairs";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"4/4/2025";"$ 65 000 - $ 75 000"
704001;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ADMINISTRATIVE HORTICULTURIST";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"329 Greenpoint Ave., Brooklyn";"3/13/2025";"More than $ 140 000"
640134;"OFFICE OF MANAGEMENT & BUDGET";"Internal";1;"BUDGET ANALYST (OMB)";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"255 Greenwich Street";"7/3/2024";"$ 85 000 -$ 100 000"
706559;"DEPT OF YOUTH & COMM DEV SRVS";"Internal";70;"SENIOR FIELD SUPERVISOR (SUMME";"Constituent Services and Community Programs";"Part Time";"Entry-Level";"2 Lafayette St., N.Y.";"5/19/2025";"Less than $ 30 000"
713268;"HOUSING PRESERVATION & DVLPMNT";"Internal";1;"ASSOCIATE HOUSING DEVELOPMENT";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"5/2/2025";"$ 85 000 -$ 100 000"
710722;"DEPT OF ENVIRONMENT PROTECTION";"Internal";10;"CITY SEASONAL AIDE";"Public Safety, Inspections, & Enforcement";"Part Time";"Entry-Level";"59-17 Junction Blvd Corona Ny";"5/13/2025";"Less than $ 30 000"
680576;"DEPARTMENT OF TRANSPORTATION";"External";1;"DEPUTY COMMISSIONER (DOT)";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"9/18/2024";"More than $ 140 000"
629676;"DEPARTMENT OF TRANSPORTATION";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"3/21/2024";"$ 85 000 -$ 100 000"
709711;"DEPARTMENT OF PROBATION";"Internal";1;"ADM PROC ANAL-NM FRM M1-3";"Finace, Accounting, and Procurement";"Full-Time";"Manager";"33 Beaver St, New York Ny";"4/2/2025";"More than $ 140 000"
696950;"DEPARTMENT OF TRANSPORTATION";"External";1;"ADMINISTRATIVE ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"1/30/2025";"More than $ 140 000"
706931;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"CIVIL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"3/28/2025";"$ 65 000 - $ 75 000"
592999;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH NURSE";"Health";"Full-Time";"Experienced (non-manager)";"1601 Ave. S, Brooklyn";"7/13/2023";"$ 85 000 -$ 100 000"
688951;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"12/31/2024";"$ 120 000 - $ 140 000"
711489;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"IT SERVICE MANAGEMENT SPECIALI";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"4/18/2025";"$ 120 000 - $ 140 000"
643167;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";2;"SCIENTIST (WATER ECOLOGY)";"Health";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"8/22/2024";"$ 65 000 - $ 75 000"
708777;"BRONX DISTRICT ATTORNEY";"Internal";1;"COMMUNITY COORDINATOR";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"215 E 161St St., Bronx";"3/24/2025";"$ 75 000 - $ 85 000"
632672;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"CLERICAL ASSOCIATE";"Social Services";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"4/5/2024";"$ 45 000 - $ 55 000"
711019;"CONSUMER AND WORKER PROTECTION";"Internal";1;"INSPECTOR (CONSUMER AND WORKER";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"42 Broadway, N.Y.";"4/15/2025";"$ 65 000 - $ 75 000"
637381;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"ADM MANAGER-NON-MGRL FRM M1/M2";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"5/30/2024";"$ 120 000 - $ 140 000"
645135;"DEPARTMENT OF TRANSPORTATION";"External";1;"LANDSCAPE ARCHITECT";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"8/19/2024";"$ 120 000 - $ 140 000"
709025;"CONSUMER AND WORKER PROTECTION";"External";1;"CLERICAL ASSOCIATE";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"42 Broadway, N.Y.";"3/26/2025";"$ 45 000 - $ 55 000"
688244;"DEPT OF ENVIRONMENT PROTECTION";"External";6;"CUSTODIAN";"Building Operations & Maintanence";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"1/8/2025";"$ 45 000 - $ 55 000"
569080;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"PARK SUPERVISOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"329 Greenpoint Ave., Brooklyn";"1/18/2023";"$ 75 000 - $ 85 000"
712218;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";2;"SR HEALTHCARE PROG PLAN ANLYST";"Health";"Full-Time";"Experienced (non-manager)";"16 Court Street";"4/23/2025";"$ 55 000 - $ 65 000"
704477;"DEPT OF DESIGN & CONSTRUCTION";"Internal";2;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"2/27/2025";"$ 120 000 - $ 140 000"
713244;"BOARD OF CORRECTION";"Internal";1;"CORRECTIONAL STANDARDS REVIEW";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"Rikers Island";"5/21/2025";"$ 75 000 - $ 85 000"
680673;"DEPARTMENT OF TRANSPORTATION";"External";3;"AGENCY ATTORNEY";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"59 Maiden Lane";"10/16/2024";"$ 120 000 - $ 140 000"
695778;"DISTRICT ATTORNEY-MANHATTAN";"External";1;"CHIEF INVESTIGATING ACCOUNTANT";"Finace, Accounting, and Procurement";"Full-Time";"Manager";"1 Hogan Pl./100 Centre St., N.";"12/30/2024";"$ 100 000 - $ 120 000"
714496;"DEPARTMENT OF TRANSPORTATION";"External";1;"ENGINEERING TECHNICIAN";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"34-02 Queens Boulevard Long Is";"5/14/2025";"$ 75 000 - $ 85 000"
712919;"HOUSING PRESERVATION & DVLPMNT";"External";1;"INVESTIGATOR (EMPLOYEE DISCIPL";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"4/29/2025";"$ 65 000 - $ 75 000"
706354;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"3/10/2025";"$ 85 000 -$ 100 000"
642502;"DEPT OF YOUTH & COMM DEV SRVS";"External";1;"RESEARCH ASSISTANT";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"12/17/2024";"$ 75 000 - $ 85 000"
636207;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"5/16/2024";"$ 55 000 - $ 65 000"
710677;"NYC HOUSING AUTHORITY";"External";1;"SUPERVISOR CARPENTER";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"Mold ASMT & Remediation-DIR";"5/23/2025";"$ 120 000 - $ 140 000"
691616;"NYC HOUSING AUTHORITY";"Internal";1;"IT PROJECT SPECIALIST";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"Perf Tracking and Analytics";"12/9/2024";"$ 100 000 - $ 120 000"
683475;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"CIVIL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"30-30 Thomson Ave L I City Qns";"10/10/2024";"$ 65 000 - $ 75 000"
693126;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADMINISTRATIVE ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Manager";"96-05 Horace Harding Expway";"12/23/2024";"More than $ 140 000"
687592;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CONSULTANT PUBLIC HEALTH NURSE";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"11/9/2024";"$ 85 000 -$ 100 000"
591437;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADMINISTRATIVE ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Manager";"465 Columbus Ave. Valhalla, Ny";"7/14/2023";"More than $ 140 000"
648023;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH SANITARIAN";"Health";"Full-Time";"Experienced (non-manager)";"125 Worth Street, Nyc";"8/21/2024";"$ 45 000 - $ 55 000"
649948;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"30-30 47TH AVE";"9/3/2024";"$ 100 000 - $ 120 000"
583475;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"AGENCY ATTORNEY";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"4/23/2023";"$ 100 000 - $ 120 000"
683538;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"OILER";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"88-26 Pitkin Avenue";"10/26/2024";"Less than $ 30 000"
703569;"DEPT OF HEALTH/MENTAL HYGIENE";"External";12;"CUSTOMER INFORMATION REP";"Health";"Full-Time";"Entry-Level";"421 East 26th Street NY NY";"2/20/2025";"$ 45 000 - $ 55 000"
700009;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"1/27/2025";"$ 120 000 - $ 140 000"
513665;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"470 Vanderbilt Ave";"1/10/2022";"$ 35 000 - $ 45 000"
715611;"OFFICE OF MANAGEMENT & BUDGET";"Internal";1;"BUDGET ANALYST (OMB)";"Finace, Accounting, and Procurement";"Full-Time";"Entry-Level";"255 Greenwich Street";"5/23/2025";"$ 55 000 - $ 65 000"
644762;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"ECONOMIST";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"2/5/2025";"$ 65 000 - $ 75 000"
710144;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"COMMUNITY ASSOCIATE";"Health";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"4/7/2025";"$ 45 000 - $ 55 000"
565725;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"SUPERVISOR (WATERSHED MAINTENA";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"182 Joline Ave, Staten Isl";"1/9/2023";"$ 65 000 - $ 75 000"
709511;"DEPARTMENT OF CORRECTION";"Internal";1;"IT PROJECT SPECIALIST";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"75-20 Astoria Blvd";"4/1/2025";"More than $ 140 000"
699726;"DEPT OF DESIGN & CONSTRUCTION";"Internal";2;"CIVIL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"30-30 Thomson Ave L I City Qns";"1/28/2025";"$ 65 000 - $ 75 000"
715605;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"109 E 16Th St., N.Y.";"5/26/2025";"$ 75 000 - $ 85 000"
692885;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";2;"PUBLIC HEALTH SANITARIAN";"Health";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"12/11/2024";"$ 45 000 - $ 55 000"
571810;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"10 Walker Rd, Valhalla NY10595";"2/27/2023";"$ 85 000 -$ 100 000"
649717;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"8/30/2024";"$ 85 000 -$ 100 000"
711286;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"4/16/2025";"$ 65 000 - $ 75 000"
714025;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CLERICAL ASSOCIATE";"Health";"Full-Time";"Experienced (non-manager)";"125 Worth Street, Nyc";"5/8/2025";"$ 45 000 - $ 55 000"
684592;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CASEWORKER";"Health";"Full-Time";"Experienced (non-manager)";"30-30 47TH AVE";"10/17/2024";"$ 45 000 - $ 55 000"
690765;"DEPARTMENT OF TRANSPORTATION";"External";1;"CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"12/11/2024";"$ 120 000 - $ 140 000"
684584;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"CHEMICAL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"12/31/2024";"$ 100 000 - $ 120 000"
710562;"MUNICIPAL WATER FIN AUTHORITY";"Internal";1;"BUDGET ANALYST (OMB)-MANAGERIA";"Legal Affairs";"Full-Time";"Manager";"255 Greenwich Street";"4/9/2025";"$ 120 000 - $ 140 000"
540191;"BRONX DISTRICT ATTORNEY";"Internal";15;"ASSISTANT DISTRICT ATTORNEY (S";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"7/13/2022";"More than $ 140 000"
688962;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ELECTRICAL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"12/23/2024";"$ 120 000 - $ 140 000"
702754;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"SUMMER COLLEGE INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Student";"3701 Jerome Ave, Bx NY 10467";"2/18/2025";"$ 35 000 - $ 45 000"
715009;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"CITY PLANNER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"5/20/2025";"$ 100 000 - $ 120 000"
691953;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"COMMUNITY COORDINATOR";"Communications & Intergovernmental Affairs";"Full-Time";"Entry-Level";"30-30 Thomson Ave L I City Qns";"12/16/2024";"$ 75 000 - $ 85 000"
605517;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"CITY RESEARCH SCIENTIST";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"9/21/2023";"$ 75 000 - $ 85 000"
700520;"DEPT OF PARKS & RECREATION";"External";8;"URBAN PARK RANGER";"Public Safety, Inspections, & Enforcement";"Full-Time";"Entry-Level";"105 St & 5 Ave";"1/31/2025";"$ 55 000 - $ 65 000"
582218;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"ADMINISTRATIVE INVESTIGATOR (N";"Administration & Human Resources";"Full-Time";"Manager";"375 Pearl Street";"4/5/2023";"$ 85 000 -$ 100 000"
683316;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"COMPUTER SPECIALIST (SOFTWARE)";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"375 Pearl Street";"10/7/2024";"$ 100 000 - $ 120 000"
698754;"OFFICE OF MANAGEMENT & BUDGET";"Internal";1;"BUDGET ANALYST (OMB)";"Finace, Accounting, and Procurement";"Full-Time";"Entry-Level";"255 Greenwich Street";"1/23/2025";"$ 65 000 - $ 75 000"
710012;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"4/4/2025";"$ 75 000 - $ 85 000"
687215;"BOROUGH PRESIDENT-BRONX";"Internal";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"851 Grand Concourse, Bronx";"11/4/2024";"$ 85 000 -$ 100 000"
702796;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"SUMMER COLLEGE INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Student";"465 Columbus Ave. Valhalla, Ny";"2/18/2025";"$ 35 000 - $ 45 000"
593153;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"CLAIM SPECIALIST";"Legal Affairs";"Full-Time";"Entry-Level";"59-17 Junction Blvd Corona Ny";"7/26/2023";"$ 75 000 - $ 85 000"
710294;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"ADMIN ARCHITECT (NON MGRL) M-1";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"5/2/2025";"$ 100 000 - $ 120 000"
642273;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Social Services";"Full-Time";"Experienced (non-manager)";"470 Vanderbilt Ave";"7/12/2024";"$ 65 000 - $ 75 000"
692857;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"125 Worth Street, Nyc";"12/11/2024";"More than $ 140 000"
618003;"DEPARTMENT OF TRANSPORTATION";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"59 Maiden Lane";"12/18/2023";"$ 85 000 -$ 100 000"
650125;"OFFICE OF LABOR RELATIONS";"External";1;"ASSOCIATE STAFF ANALYST";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"22 Cortlandt Street";"5/15/2025";"$ 100 000 - $ 120 000"
617130;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"ADMINISTRATIVE STAFF ANALYST";"Finace, Accounting, and Procurement";"Full-Time";"Executive";"4 World Trade Center";"11/22/2023";"$ 120 000 - $ 140 000"
627405;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"COMPUTER SPECIALIST (SOFTWARE)";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"4/1/2024";"$ 120 000 - $ 140 000"
715354;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH SANITARIAN";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"5/22/2025";"$ 45 000 - $ 55 000"
684532;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADMINISTRATIVE STAFF ANALYST";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"10/28/2024";"More than $ 140 000"
657007;"DEPARTMENT OF CITY PLANNING";"Internal";3;"CITY PLANNER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"120 Broadway, New York, NY";"9/18/2024";"$ 65 000 - $ 75 000"
707671;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"PUBLIC HEALTH ADVISER";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"3/19/2025";"$ 45 000 - $ 55 000"
694579;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"ADMINISTRATIVE ARCHITECT";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"12/23/2024";"More than $ 140 000"
633091;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ADMINISTRATIVE ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Manager";"96-05 Horace Harding Expway";"4/29/2024";"More than $ 140 000"
707035;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ENVIRONMENTAL ENGINEERING INTE";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"3/28/2025";"$ 65 000 - $ 75 000"
709326;"OFFICE OF EMERGENCY MANAGEMENT";"External";1;"EMERGENCY PREPAREDNESS SPECIAL";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"165 Cadman Plaza East";"5/9/2025";"$ 65 000 - $ 75 000"
687012;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"IT SECURITY SPECIALIST";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"11/19/2024";"More than $ 140 000"
637326;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";3;"PUBLIC HEALTH NURSE";"Health";"Full-Time";"Experienced (non-manager)";"125 Worth Street, Nyc";"5/30/2024";"$ 85 000 -$ 100 000"
683995;"DEPT OF DESIGN & CONSTRUCTION";"Internal";2;"SURVEYOR";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"10/17/2024";"$ 75 000 - $ 85 000"
512652;"HRA/DEPT OF SOCIAL SERVICES";"External";2;"CLERICAL ASSOCIATE";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"400 8Th Ave., N.Y.";"12/30/2021";"$ 35 000 - $ 45 000"
692423;"BRONX DISTRICT ATTORNEY";"Internal";2;"COMMUNITY ASSOCIATE";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"12/9/2024";"$ 45 000 - $ 55 000"
703721;"DISTRICT ATTORNEY-MANHATTAN";"External";1;"COMMUNITY ASSOCIATE";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"1 Hogan Pl./100 Centre St., N.";"2/24/2025";"$ 65 000 - $ 75 000"
714045;"DISTRICT ATTORNEY KINGS COUNTY";"Internal";2;"COMMUNITY ASSOCIATE";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"350 Jay St, Brooklyn  Ny";"5/14/2025";"$ 55 000 - $ 65 000"
701336;"CONSUMER AND WORKER PROTECTION";"Internal";1;"INSPECTOR (CONSUMER AND WORKER";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"42 Broadway, N.Y.";"2/6/2025";"$ 55 000 - $ 65 000"
705235;"OFFICE OF EMERGENCY MANAGEMENT";"Internal";1;"EMERGENCY PREPARDNESS MANAGER";"Technology, Data & Innovation";"Full-Time";"Manager";"165 Cadman Plaza East";"5/8/2025";"$ 120 000 - $ 140 000"
696700;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH EMERGENCY PREPAR";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"1/8/2025";"$ 85 000 -$ 100 000"
691406;"NYC HOUSING AUTHORITY";"External";99;"COMMUNITY ASSOCIATE";"Administration & Human Resources";"Full-Time";"Entry-Level";"Customer Contact Center";"1/15/2025";"$ 65 000 - $ 75 000"
561600;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"10 Walker Rd, Valhalla NY10595";"11/25/2022";"$ 100 000 - $ 120 000"
705450;"CONSUMER AND WORKER PROTECTION";"Internal";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"42 Broadway, N.Y.";"3/4/2025";"$ 65 000 - $ 75 000"
544495;"ADMIN FOR CHILDREN'S SVCS";"Internal";1;"DIRECTOR OF FIELD OPERATIONS (";"Social Services";"Full-Time";"Experienced (non-manager)";"110 William St. N Y";"8/20/2022";"$ 100 000 - $ 120 000"
641911;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH SANITARIAN";"Health";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"7/15/2024";"$ 45 000 - $ 55 000"
700467;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"30-30 47TH AVE";"2/3/2025";"$ 120 000 - $ 140 000"
635806;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"COMPUTER SPECIALIST (SOFTWARE)";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"15 Metrotech";"5/10/2024";"$ 100 000 - $ 120 000"
680703;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"ADM ENGINEER (NON MGRL)";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"9/20/2024";"$ 120 000 - $ 140 000"
642529;"DEPT OF YOUTH & COMM DEV SRVS";"External";1;"COMMUNITY COORDINATOR";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"123 William Street, NY, NY";"4/7/2025";"$ 85 000 -$ 100 000"
598942;"DEPT OF ENVIRONMENT PROTECTION";"Internal";2;"ASSOCIATE URBAN DESIGNER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"8/24/2023";"$ 120 000 - $ 140 000"
621438;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"SUPERVISOR II SOCIAL WORK";"Social Services";"Full-Time";"Experienced (non-manager)";"151 East 151st Street";"12/28/2023";"$ 75 000 - $ 85 000"
714499;"NYC EMPLOYEES RETIREMENT SYS";"External";1;"ASSISTANT RETIREMENT BENEFITS";"Finace, Accounting, and Procurement";"Full-Time";"Entry-Level";"335 Adams Street, Brooklyn Ny";"5/14/2025";"$ 55 000 - $ 65 000"
583089;"DEPT OF ENVIRONMENT PROTECTION";"External";4;"INDUSTRIAL HYGIENIST";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"4/23/2023";"$ 65 000 - $ 75 000"
714061;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"CONSTRUCTION PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"180 Maiden Lane";"5/14/2025";"$ 85 000 -$ 100 000"
